Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,6/8/2023 16:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35,70, UK,embarked diy home decor project let hope turn better last time #diyadventure #teenhomedecor,0.25,0.2833333333333333,positive,2,9,"['#DIYGoals', '#TeenCreative']"
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,spent afternoon museum pretending cultured art enthusiast making #museumday #teenartlover,-0.1,0.1,negative,2,9,"['#CulturalDay', '#TeenCuriosity']"
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,6/10/2023 17:30, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30,60, Canada,started blog random thought musing blogging new diary #bloggerlife #teenblogger,-0.18181818181818182,0.4772727272727273,negative,2,9,"['#BloggingJourney', '#TeenThoughts']"
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,6/11/2023 15:30, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35,70, USA,relishing peaceful afternoon classic novel quiet moment best moment #booklover #peacefulafternoon,0.35416666666666663,0.325,positive,6,9,"['#QuietMoments', '#BookishEscape']"
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,6/12/2023 18:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28,55, UK,reflecting lifetime memory wrinkle tell story embracing beauty aging #lifereflections #beautyinaging,0.0,0.0,neutral,6,9,"['#AgingGracefully', '#Memories']"
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,6/13/2023 14:45, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22,45, Canada,exploring world digital art never late discover new passion #digitalartistry #latebloomer,0.09545454545454546,0.3515151515151515,positive,2,9,"['#ArtDiscovery', '#SeniorArtist']"
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,6/14/2023 19:30, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25,50, USA,savoring flavor home cooked meal simple joy heart happiness #homecooking #simplejoys,0.5,0.2523809523809524,positive,7,9,"['#HappinessInFood', '#SeniorLife']"
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,6/15/2023 12:15, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30,60, UK,embarking journey learning new language mind stay young every new word #languagelearning #nevertoolate,0.12424242424242422,0.43636363636363634,positive,2,9,"['#MindEnrichment', '#SeniorLearning']"
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,6/16/2023 21:45, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18,35, Canada,attended classical music concert feeling timeless melody resonate music transcends generation #classicalmusic #timelessmelodies,0.0,0.0,neutral,5,9,"['#MusicLover', '#SeniorConcert']"
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer , Joy ,6/17/2023 15:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35,70, USA,capturing beauty nature photography every snapshot treasure #naturephotography #seniorphotographer,0.0,0.0,neutral,6,9,"['#NatureCapture', '#SeniorMoments']"
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ", Contentment ,6/18/2023 11:30, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28,55, UK,reconnecting old friend cup tea friendship true essence companionship #oldfriends #companionship,0.22499999999999998,0.42500000000000004,positive,3,5,"['#FriendshipGoals', '#SeniorBonding']"
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ", Joy ,6/19/2023 16:30, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22,45, Canada,embarked road trip revisit cherished place past nostalgia ultimate travel companion #roadtrip #nostalgiatour,-0.125,0.625,negative,6,9,"['#CherishedPlaces', '#SeniorTravel']"
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ", Joy ,6/20/2023 14:20, ChoirEnthusiast , Instagram , #MusicHarmony #SeniorVoices ,20,40, USA,joined community choir harmonizing fellow voice music creates bond withstand time #communitychoir #harmonyinaging,0.0,0.0,neutral,5,9,"['#MusicHarmony', '#SeniorVoices']"
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ", Contentment ,6/21/2023 19:00, MeditationSenior , Twitter , #MindfulLiving #SeniorCalm ,18,35, UK,exploring art meditation finding tranquility stillness mind #meditationjourney #tranquilmind,0.0,0.0,neutral,4,9,"['#MindfulLiving', '#SeniorCalm']"
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ", Contentment ,6/22/2023 13:45, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25,50, USA,taking stroll garden appreciating beauty blooming flower nature wonder never cease #gardenwalk #floralbeauty,0.0,0.0,neutral,6,9,"['#NatureWonders', '#SeniorGarden']"
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ", Contentment ,6/23/2023 18:45, WineConnoisseur , Instagram , #LifeWellLived #SeniorWine ,28,55, UK,sipping favorite vintage wine sip telling story year gone cheer life well lived #winelover #vintagecheers,0.5,1.0,positive,4,9,"['#LifeWellLived', '#SeniorWine']"
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ", Joy ,6/24/2023 16:15, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22,45, Canada,participated community art class unleashing creativity golden year art age limit #artclass #seniorartistry,0.3,0.5,positive,2,9,"['#CreativityAtAnyAge', '#SeniorCreativity']"
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ", Gratitude ,6/25/2023 20:30, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35,70, USA,embarking journey writing memoir documenting lifetime experience every story matter #memoirwriting #seniorstories,0.0,0.0,neutral,4,9,"['#LifetimeExperiences', '#SeniorMemoir']"
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ", Curiosity ,6/26/2023 14:00, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30,60, UK,attended lecture history always fascinated lesson past learning lifelong adventure #historylecture #seniorlearning,-0.175,0.425,negative,2,9,"['#LifetimeAdventure', '#SeniorCuriosity']"
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ", Contentment ,6/27/2023 17:45, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20,40, USA,rediscovered joy cooking traditional family recipe kitchen place cherished memory #familyrecipes #seniorcooking,0.4,0.475,positive,7,9,"['#KitchenMemories', '#SeniorCulinary']"
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ", Joy ,6/28/2023 22:15, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18,35, UK,joined nature photography club capturing beauty great outdoors every click connection nature #naturephotography #seniorphotographer,0.8,0.75,positive,6,9,"['#OutdoorBeauty', '#SeniorClicks']"
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ", Joy ,6/29/2023 16:30, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25,50, USA,attended jazz concert swayed rhythm timeless tune music constant companion golden year #jazzconcert #seniormusic,0.15,0.41666666666666663,positive,9,9,"['#TimelessTunes', '#SeniorJazz']"
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ", Gratitude ,6/30/2023 19:30, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28,55, UK,joined writing group penning thought reflection writing journey depth soul #writinggroup #seniorwriter,0.0,0.0,neutral,4,9,"['#SoulfulWriting', '#SeniorReflections']"
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ", Excitement ,7/1/2023 14:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30,60, USA,embarked solo travel adventure discovering beauty new place pace #solotravel #seniorexplorer,0.13636363636363635,0.45454545454545453,positive,2,9,"['#DiscoverNewPlaces', '#SeniorTravel']"
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ", Joy ,7/2/2023 18:30, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22,45, UK,attended vintage car show reminiscing classic ruled road nostalgia every rev #vintagecars #classicrides,0.16666666666666666,0.16666666666666666,positive,9,9,"['#RoadTripDownMemoryLane', '#SeniorCars']"
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ", Joy ,7/3/2023 12:45, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28,55, Canada,started community garden growing plant friendship green thumb unite #communitygarden #seniorgardener,-0.2,0.3,negative,6,9,"['#GardenFriends', '#SeniorGreenThumb']"
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ", Contentment ,7/4/2023 17:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35,70, USA,hosted family dinner laughter echoed louder clinking utensil family heart happiness #familydinner #seniorhost,0.7,0.2,positive,7,9,"['#HeartwarmingMoments', '#SeniorFamily']"
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ", Joy ,7/5/2023 20:15, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18,35, UK,enrolled dance class senior moving rhythm life age number dance floor #danceclass #seniordancer,0.0,0.0,neutral,4,9,"['#DanceLife', '#SeniorMoves']"
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,7/6/2023 14:30, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25,50, USA,visited art gallery appreciating brushstrokes tell tale creativity art eternal companion #artgallery #seniorartlover,0.0,0.0,neutral,9,5,"['#CreativeExpressions', '#SeniorArt']"
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ", Joy ,7/7/2023 19:45, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22,45, UK,started book club senior discussion lively character novel #bookclub #seniorreaders,0.13636363636363635,0.5,positive,6,9,"['#BookishTalks', '#SeniorBookworms']"
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ", Contentment ,7/8/2023 16:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30,60, Canada,hosted picnic park basking warmth friendship sunshine simple joy timeless memory #parkpicnic #seniorjoy,0.4,0.2785714285714286,positive,7,9,"['#FriendshipSunshine', '#SeniorMemories']"
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ", Joy ,7/9/2023 22:30, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20,40, USA,participated local theater production proving stage belongs every age #theaterproduction #senioractor,0.0,0.0,neutral,6,9,"['#StagePassion', '#SeniorTheater']"
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ", Excitement ,7/10/2023 14:20, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28,55, UK,embarked hiking adventure conquering trail relishing beauty nature age number mountaintop #hikingadventure #seniorhiker,0.0,0.0,neutral,6,9,"['#NatureTrailBlazer', '#SeniorExplorer']"
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer , Gratitude ,7/11/2023 18:45, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22,45, Canada,hosted photography exhibition featuring snapshot life well lived every photo story tell #photographyexhibition #seniorphotographer,0.0,0.0,neutral,4,9,"['#LifeInPictures', '#SeniorExhibition']"
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,7/12/2023 13:45, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25,50, USA,joined senior cycling club feeling wind hair freedom open road #cyclingclub #seniorcyclist,0.0,0.5,neutral,5,9,"['#OpenRoadAdventures', '#SeniorCycling']"
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,7/13/2023 20:00, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35,70, UK,attended wine tasting event savoring richness flavor age like fine wine cheer golden year #winetasting #seniorwinelover,0.35833333333333334,0.5,positive,1,9,"['#AgedToPerfection', '#SeniorCheers']"
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,7/14/2023 16:15, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20,40, USA,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step #ballroomdancing #seniordancer,0.0,0.0,neutral,9,9,"['#GracefulMoves', '#SeniorDance']"
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,7/15/2023 19:30, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28,55, Canada,organized community painting event turning blank canvas masterpiece shared creativity #paintingevent #seniorartist,0.0,0.0,neutral,7,9,"['#CommunityArt', '#SeniorCreativity']"
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,7/16/2023 14:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30,60, USA,hosted memory lane evening old friend reminiscing adventure shaped life #memorylane #seniorreminiscing,0.1,0.2,positive,3,9,"['#FriendshipAdventures', '#SeniorNostalgia']"
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,7/17/2023 22:15, SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18,35, UK,joined senior astronomy club stargazing finding wonder vastness cosmos #astronomyclub #seniorstargazer,0.0,0.0,neutral,6,9,"['#CelestialWonders', '#SeniorAstronomy']"
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,7/18/2023 16:30, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25,50, USA,attended local jazz festival tapping toe tune stood test time music lifelong love affair #jazzfestival #seniormusiclover,0.13333333333333333,0.39999999999999997,positive,5,9,"['#TimelessTunes', '#SeniorJazz']"
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,7/19/2023 19:45, WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22,45, UK,started blog sharing wisdom gained year proving every day chance learn grow #seniorwisdom #blog,0.0,0.0,neutral,1,9,"['#LifeLessons', '#SeniorBlog']"
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,7/20/2023 17:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30,60, Canada,participated charity run proving age barrier supporting meaningful cause #charityrun #seniorrunner,0.375,0.375,positive,7,9,"['#RunForACause', '#SeniorSupport']"
"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,8/1/2023 13:30, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20,40, USA,survived challenging physic exam equation defeat,0.5,1.0,positive,8,9,"['#PhysicsSurvivor', '#HighSchoolAdventures']"
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,8/2/2023 14:45, CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25,50, UK,exploring world coding debugging adventure #codingjourney #highschoolcoder,0.0,0.0,neutral,2,9,"['#CodingAdventure', '#HighSchoolCoderLife']"
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,8/3/2023 12:15, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18,35, Canada,joined school debate team word weapon ready battle,0.2,0.5,positive,7,9,"['#DebateWarrior', '#HighSchoolDebater']"
"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,8/4/2023 16:30, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22,45, USA,started photography club school capturing moment one snapshot time,0.0,0.0,neutral,6,9,"['#PhotographyClub', '#HighSchoolPhotographer']"
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,8/5/2023 19:45, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30,60, Canada,daydreaming upcoming prom dress dance fairytale making,0.0,0.0,neutral,9,9,"['#PromDreams', '#HighSchoolFairytale']"
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,8/6/2023 14:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28,55, USA,convinced teacher class outdoors learning equation side fresh air,0.3,0.5,positive,2,9,"['#OutdoorClassroom', '#HighSchoolExplorer']"
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,8/7/2023 19:45, PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22,45, UK,accidentally spilled paint art class abstract art right #artclassadventures #highschoolartist,0.2857142857142857,0.5357142857142857,positive,2,5,"['#ArtisticMishaps', '#HighSchoolArt']"
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,8/8/2023 16:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30,60, Canada,trying master perfect kickflip skateboard skating weekend like pro,1.0,1.0,positive,2,9,"['#SkaterLife', '#HighSchoolSkater']"
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,8/9/2023 22:30, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20,40, USA,bonding friend latest pop sensation fangirling finest,0.5,0.9,positive,3,5,"['#KpopFangirl', '#HighSchoolMusic']"
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,8/10/2023 14:20, ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28,55, UK,spent hour perfecting chemistry experiment mixing potion like wizard,-0.1,0.1,negative,2,9,"['#ChemistryWizard', '#HighSchoolScientist']"
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,8/11/2023 18:45, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22,45, Canada,successfully organized surprise birthday party friend party planning expert mode achieved,0.75,0.95,positive,3,5,"['#BirthdayParty', '#HighSchoolCelebration']"
"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,8/12/2023 13:45, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25,50, USA,joined drama club unleash inner actor light camera action,0.16666666666666666,0.3222222222222222,positive,6,9,"['#DramaClubStar', '#HighSchoolActor']"
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,8/13/2023 20:00, FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35,70, UK,got hand latest fantasy novel diving realm magic adventure,0.5,0.95,positive,6,9,"['#FantasyBookNerd', '#HighSchoolReader']"
Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,8/14/2023 16:15, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20,40, USA,mastering art perfect doodle boring class doodle,0.0,1.0,neutral,2,9,"['#DoodleMaster', '#HighSchoolArt']"
Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,8/15/2023 19:30, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28,55, Canada,attempting break school record longest handstand wish luck,0.0,0.0,neutral,8,5,"['#HandstandChallenge', '#HighSchoolAthlete']"
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,8/16/2023 14:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30,60, USA,sneaking snack class like pro art snack smuggling sacred skill,0.0,0.0,neutral,2,9,"['#SnackSmuggler', '#HighSchoolSnacks']"
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,8/17/2023 22:15, SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18,35, UK,hosting sleepover friend weekend preparing night laughter memory,0.0,0.0,neutral,3,5,"['#SleepoverFun', '#HighSchoolMemories']"
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,8/18/2023 16:30, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25,50, USA,spent hour tiktok dance realize two left foot dance fail unleashed,-0.19999999999999998,0.1333333333333333,negative,9,9,"['#DanceFail', '#HighSchoolTikTok']"
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed ,8/19/2023 19:45, SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22,45, UK,accidentally liked crush old photo stalking profile awkward level maximum,0.033333333333333326,0.6666666666666666,positive,3,9,"['#SocialMediaBlunder', '#HighSchoolAwkward']"
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed ,8/20/2023 17:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30,60, Canada,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,0.4,0.5,positive,3,9,"['#CrushFail', '#HighSchoolEmbarrassment']"
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy ,8/21/2023 15:45, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15,30, USA,mastered art creating paper airplane lecture paper plane soaring new height,0.13636363636363635,0.45454545454545453,positive,2,5,"['#PaperPlaneExpert', '#HighSchoolArt']"
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement ,8/22/2023 12:30, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22,40, Canada,trying set new trend juggling textbook class academic juggling unique skill,0.17045454545454544,0.48484848484848486,positive,2,9,"['#TextbookJuggling', '#HighSchoolSkills']"
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous ,8/23/2023 16:45, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28,55, USA,hiding snack stash backpack emergency craving snack ninja mode activated,0.0,0.0,neutral,0,9,"['#SnackNinja', '#HighSchoolSnacks']"
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement ,8/24/2023 18:20, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20,38, UK,planning surprise scavenger hunt friend anticipating thrill excitement,0.0,0.0,neutral,3,9,"['#SurpriseAdventure', '#HighSchoolFun']"
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy ,8/25/2023 14:15, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25,50, Canada,danced rain celebrate end exam rain dance unexpectedly refreshing,0.5,1.0,positive,9,9,"['#RainDance', '#HighSchoolJoy']"
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed ,8/26/2023 17:30, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18,35, USA,accidentally sent text meant friend class group chat texting fail oops moment,-0.5,0.29999999999999993,negative,3,5,"['#TextingFail', '#HighSchoolAwkward']"
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed ,8/27/2023 20:45, MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22,45, UK,tried magic trick impress classmate magic fail rabbit,0.16666666666666666,0.7666666666666666,positive,0,9,"['#MagicFail', '#HighSchoolMagic']"
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy ,8/28/2023 16:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18,36, USA,perfecting art creating origami dull lecture origami mastery,-0.2916666666666667,0.5,negative,2,5,"['#OrigamiMaster', '#HighSchoolArt']"
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement ,8/29/2023 13:45, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26,48, Canada,attempting set new record consecutive hacky sack kick hacky sack skill unleashed,0.13636363636363635,0.45454545454545453,positive,2,9,"['#HackySackChallenge', '#HighSchoolAthlete']"
Creating a secret handshake with friends. Friendship level: Expert! , Joy ,8/30/2023 17:30, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20,40, USA,creating secret handshake friend friendship level expert,-0.4,0.7,negative,3,5,"['#FriendshipGoals', '#HighSchoolMemories']"
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement ,8/31/2023 20:15, BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24,42, UK,embarking mission find best burger joint town burger connoisseur reporting duty,1.0,0.3,positive,2,9,"['#BurgerQuest', '#HighSchoolFoodie']"
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy ,9/1/2023 14:45, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21,39, Canada,practicing stand comedy routine upcoming talent show comedy gig making,0.0,0.0,neutral,9,9,"['#StandUpComedy', '#HighSchoolTalent']"
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed ,9/2/2023 18:30, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17,33, USA,accidentally sent love letter wrong person love note fail maximum embarrassment,0.0,0.6,neutral,1,9,"['#LoveLetterFail', '#HighSchoolAwkward']"
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement ,9/3/2023 22:00, ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23,44, UK,attempting impress teacher elaborate science experiment science geek mode activated,0.5,1.0,positive,0,9,"['#ScienceGeek', '#HighSchoolExperiments']"
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy ,9/4/2023 15:15, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19,37, USA,crafting intricate friendship bracelet whole squad friendship level expert weaver,0.2,0.4,positive,3,9,"['#FriendshipBracelets', '#HighSchoolCrafts']"
